timestamp	Z-8NTC	Z8NTC_Temp1_sign	Z8NTC_Temp1	Z8NTC_Temp2_sign	Z8NTC_Temp2	Z8NTC_Temp3_sign	Z8NTC_Temp3	IMU_1	IMU_1_Temp	IMU_1_AccX	IMU_1_AccY	IMU_1_AccZ	IMU_1_DpsX	IMU_1_DpsY	IMU_1_DpsZ	IMU_2	IMU_2_Temp	IMU_2_AccX	IMU_2_AccY	IMU_2_AccZ	IMU_2_DpsX	IMU_2_DpsY	IMU_2_DpsZ	NT50	NT50_Slope_long	NT50_Slope_lateral
1544449404.59	Z-8NTC	0	159	0	154	0	155	IMU_1	1620	64563	9	7	56950	1382	1111	IMU_2	1602	65535	5	1017	65291	857	14913	NT50	64767	38366
1544449404.83	Z-8NTC	0	159	0	154	0	155	IMU_1	1620	64563	9	7	56950	1382	1050	IMU_2	1602	65534	6	1017	65248	901	14860	NT50	65279	47326
1544449405.05	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64563	9	7	56976	1400	1058	IMU_2	1602	65535	6	1018	65318	910	14991	NT50	64767	23774
1544449405.27	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64562	10	8	56853	1505	1216	IMU_2	1602	65535	5	1018	65344	848	15026	NT50	64511	38366
1544449405.51	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64563	9	7	56950	1408	1032	IMU_2	1602	65535	5	1017	65335	752	14869	NT50	64511	33758
1544449405.75	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64564	9	7	57142	1373	1076	IMU_2	1602	0	5	1017	65396	796	14904	NT50	65279	38366
1544449405.98	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64563	9	7	56932	1338	1032	IMU_2	1602	65535	6	1017	65370	901	14921	NT50	256	38366
1544449406.2	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64563	9	6	56958	1382	945	IMU_2	1602	65535	6	1018	65283	892	15079	NT50	64767	47326
1544449406.44	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64563	8	7	56906	1286	1015	IMU_2	1602	65534	5	1018	65248	831	14983	NT50	64767	47326
1544449406.68	Z-8NTC	0	159	0	154	0	155	IMU_1	1623	64562	9	6	56888	1321	962	IMU_2	1602	65534	7	1018	65213	1023	15009	NT50	65279	42974
1544449406.92	Z-8NTC	0	159	0	154	0	155	IMU_1	1623	64562	10	6	56792	1505	988	IMU_2	1602	65535	5	1017	65309	840	14843	NT50	65279	42974
1544449407.16	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64562	8	6	56845	1286	936	IMU_2	1602	65535	5	1018	65291	778	14983	NT50	64511	23774
1544449407.42	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64562	10	6	56818	1452	953	IMU_2	1602	0	6	1017	65396	918	14904	NT50	64511	33758
1544449407.65	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64562	11	6	56792	1601	927	IMU_2	1605	65535	6	1018	65318	892	15044	NT50	64767	47326
1544449407.91	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64563	9	7	56985	1400	1120	IMU_2	1602	65535	5	1018	65283	945	14921	NT50	64767	28894
1544449408.17	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64563	10	7	57020	1522	1023	IMU_2	1602	0	6	1017	65493	918	14904	NT50	65279	47326
1544449408.39	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64564	9	7	56932	1277	1006	IMU_2	1602	0	6	1017	65458	901	14869	NT50	65535	33758
1544449408.63	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64562	9	6	56871	1382	980	IMU_2	1602	65535	5	1017	65379	805	14904	NT50	65279	38366
1544449408.85	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64564	9	6	56932	1356	962	IMU_2	1602	65535	6	1019	65283	901	15184	NT50	65535	23774
1544449409.09	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64564	10	7	57055	1443	1085	IMU_2	1602	65535	5	1017	65300	857	14939	NT50	65535	38366
