timestamp	Z-8NTC	Z8NTC_Temp1_sign	Z8NTC_Temp1	Z8NTC_Temp2_sign	Z8NTC_Temp2	Z8NTC_Temp3_sign	Z8NTC_Temp3	IMU_1	IMU_1_Temp	IMU_1_AccX	IMU_1_AccY	IMU_1_AccZ	IMU_1_DpsX	IMU_1_DpsY	IMU_1_DpsZ	IMU_2	IMU_2_Temp	IMU_2_AccX	IMU_2_AccY	IMU_2_AccZ	IMU_2_DpsX	IMU_2_DpsY	IMU_2_DpsZ	NT50	NT50_Slope_long	NT50_Slope_lateral
1544449414.12	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64563	9	7	57002	1417	1102	IMU_2	1602	65535	5	1017	65388	796	14895	NT50	65535	38366
1544449414.37	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64563	10	7	56976	1435	1050	IMU_2	1602	65535	5	1017	65423	848	14878	NT50	256	33758
1544449414.62	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64562	9	6	56827	1417	936	IMU_2	1605	65534	6	1018	65204	892	15018	NT50	64767	38366
1544449414.86	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64564	9	7	57090	1303	1041	IMU_2	1602	65535	5	1018	65283	805	15035	NT50	65279	33758
1544449415.1	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64563	9	7	56950	1330	1041	IMU_2	1602	65535	6	1017	65370	980	14939	NT50	64767	33758
1544449415.33	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64563	9	7	56923	1382	1006	IMU_2	1602	0	6	1017	65431	892	14921	NT50	65535	42974
1544449415.55	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64562	10	7	56792	1487	1111	IMU_2	1602	65535	5	1018	65335	743	15018	NT50	65279	47326
1544449415.79	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64564	9	7	57046	1373	1128	IMU_2	1602	65535	5	1016	65283	822	14808	NT50	65535	38366
1544449416.01	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64562	9	6	56845	1312	936	IMU_2	1602	65535	6	1018	65283	953	14965	NT50	64511	51422
1544449416.25	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64563	10	7	56941	1461	1041	IMU_2	1602	65534	5	1017	65239	778	14825	NT50	65279	38366
1544449416.49	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64562	10	6	56792	1513	988	IMU_2	1602	65535	5	1018	65256	857	14956	NT50	65279	33758
1544449416.73	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64563	9	6	56906	1347	901	IMU_2	1602	65534	6	1018	65239	901	14991	NT50	256	33758
1544449416.97	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64563	10	7	56967	1443	1058	IMU_2	1602	65535	6	1018	65326	866	15035	NT50	65279	42974
1544449417.21	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64562	9	7	56888	1391	1041	IMU_2	1602	65534	6	1018	65195	910	14991	NT50	65535	28894
1544449417.47	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64561	10	6	56748	1505	997	IMU_2	1602	65535	6	1018	65326	875	14956	NT50	64767	33758
1544449417.71	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64564	9	7	57072	1321	1041	IMU_2	1602	65534	6	1018	65186	962	14991	NT50	65535	38366
1544449417.98	Z-8NTC	0	159	0	154	0	154	IMU_1	1620	64562	10	7	56836	1487	1093	IMU_2	1602	65535	5	1016	65361	813	14764	NT50	64767	28894
1544449418.22	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64562	9	6	56888	1400	945	IMU_2	1602	65534	7	1018	65213	1120	14974	NT50	65279	38366
1544449418.46	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64563	9	6	57002	1373	1032	IMU_2	1602	0	6	1016	65265	945	14808	NT50	65279	33758
1544449418.68	Z-8NTC	0	159	0	154	0	154	IMU_1	1623	64562	9	7	56871	1382	1076	IMU_2	1602	65534	6	1018	65256	918	15009	NT50	64511	38366
