timestamp	Z-8NTC	Z8NTC_Temp1_sign	Z8NTC_Temp1	Z8NTC_Temp2_sign	Z8NTC_Temp2	Z8NTC_Temp3_sign	Z8NTC_Temp3	IMU_1	IMU_1_Temp	IMU_1_AccX	IMU_1_AccY	IMU_1_AccZ	IMU_1_DpsX	IMU_1_DpsY	IMU_1_DpsZ	IMU_2	IMU_2_Temp	IMU_2_AccX	IMU_2_AccY	IMU_2_AccZ	IMU_2_DpsX	IMU_2_DpsY	IMU_2_DpsZ	NT50	NT50_Slope_long	NT50_Slope_lateral
1544451886.37	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64563	10	6	57011	1496	988	IMU_2	1535	65535	7	1017	65449	1085	14851	NT50	64511	18398
1544451886.6	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	10	5	56932	1478	840	IMU_2	1535	65535	6	1017	65388	1032	14913	NT50	256	28894
1544451886.82	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	10	6	56915	1452	980	IMU_2	1535	0	7	1016	65458	1163	14808	NT50	64511	42974
1544451887.04	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	9	6	57002	1312	866	IMU_2	1535	0	7	1017	65449	1190	14913	NT50	65279	38366
1544451887.27	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	9	5	56993	1400	840	IMU_2	1535	0	6	1017	65449	1032	14869	NT50	64255	28894
1544451887.51	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64562	10	5	56871	1443	831	IMU_2	1535	0	7	1017	65440	1050	14851	NT50	64767	38366
1544451887.75	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64562	9	5	56766	1347	831	IMU_2	1535	65534	7	1018	65230	1050	15035	NT50	65279	33758
1544451888.0	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64562	9	6	56880	1391	910	IMU_2	1538	65535	7	1017	65379	1032	14886	NT50	65279	38366
1544451888.26	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64562	10	6	56792	1566	962	IMU_2	1538	65535	7	1018	65379	1032	15053	NT50	64767	28894
1544451888.5	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64563	10	5	56950	1373	1006	IMU_2	1538	0	6	1017	65484	962	14939	NT50	64767	38366
1544451888.72	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	10	5	56915	1443	735	IMU_2	1538	0	8	1017	65449	1155	14886	NT50	65279	42974
1544451888.96	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64562	10	5	56836	1531	726	IMU_2	1535	65535	7	1017	65361	953	14904	NT50	65279	33758
1544451889.22	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64562	9	6	56888	1426	927	IMU_2	1535	65535	6	1017	65361	962	14895	NT50	65535	38366
1544451889.48	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64563	9	5	56906	1426	857	IMU_2	1538	65535	6	1018	65361	988	14983	NT50	65279	33758
1544451889.71	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64563	10	6	56958	1540	866	IMU_2	1538	65535	7	1018	65344	1006	15061	NT50	65279	38366
1544451889.94	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64563	10	7	56932	1443	1085	IMU_2	1538	0	7	1017	65466	1023	14930	NT50	65279	33758
1544451890.16	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	9	7	56897	1417	1050	IMU_2	1538	65535	7	1017	65318	1146	14921	NT50	64511	38366
1544451890.4	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64562	9	6	56880	1338	901	IMU_2	1535	0	6	1018	65414	1093	14956	NT50	64767	23774
1544451890.62	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64562	9	6	56880	1408	962	IMU_2	1535	0	6	1016	65318	1006	14974	NT50	64511	28894
1544451890.87	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64562	10	6	56976	1417	848	IMU_2	1535	65535	7	1018	65370	1041	14991	NT50	64511	33758
