timestamp	Z-8NTC	Z8NTC_Temp1_sign	Z8NTC_Temp1	Z8NTC_Temp2_sign	Z8NTC_Temp2	Z8NTC_Temp3_sign	Z8NTC_Temp3	IMU_1	IMU_1_Temp	IMU_1_AccX	IMU_1_AccY	IMU_1_AccZ	IMU_1_DpsX	IMU_1_DpsY	IMU_1_DpsZ	IMU_2	IMU_2_Temp	IMU_2_AccX	IMU_2_AccY	IMU_2_AccZ	IMU_2_DpsX	IMU_2_DpsY	IMU_2_DpsZ	NT50	NT50_Slope_long	NT50_Slope_lateral
1544451895.86	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64562	9	6	56862	1365	883	IMU_2	1538	0	7	1017	17	1041	14816	NT50	64767	28894
1544451896.09	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	9	6	56985	1426	892	IMU_2	1538	0	7	1017	65431	1058	14843	NT50	65279	33758
1544451896.32	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	10	6	57037	1496	962	IMU_2	1538	0	7	1016	65396	1102	14764	NT50	64511	28894
1544451896.54	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64562	9	5	56871	1426	796	IMU_2	1538	0	7	1017	65449	1032	14878	NT50	65535	28894
1544451896.76	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	9	7	57002	1408	1032	IMU_2	1538	0	7	1018	65423	1023	14956	NT50	64767	18398
1544451897.0	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64562	9	6	56775	1347	945	IMU_2	1535	0	7	1017	65396	1128	14878	NT50	65535	42974
1544451897.23	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	9	6	56923	1338	997	IMU_2	1535	0	7	1017	65414	1067	14921	NT50	64767	33758
1544451897.47	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64562	9	5	56810	1391	743	IMU_2	1535	0	6	1017	65519	945	14860	NT50	64767	47326
1544451897.71	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64562	10	6	56792	1487	962	IMU_2	1535	65535	7	1017	65335	1076	14930	NT50	64767	38366
1544451897.96	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64562	9	5	56827	1356	761	IMU_2	1535	0	7	1017	0	1050	14843	NT50	65279	28894
1544451898.19	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64564	9	7	57046	1330	1067	IMU_2	1538	65535	7	1017	65326	1006	14948	NT50	64767	33758
1544451898.43	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	9	6	56941	1347	953	IMU_2	1535	65535	6	1017	65335	945	14921	NT50	64511	42974
1544451898.65	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	9	6	56906	1347	918	IMU_2	1535	65535	7	1017	65379	1085	14816	NT50	64767	33758
1544451898.87	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64562	9	6	56862	1417	927	IMU_2	1535	0	7	1017	65405	1102	14939	NT50	65535	33758
1544451899.1	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64563	9	7	56932	1365	1015	IMU_2	1538	65535	8	1017	65291	1190	14860	NT50	65279	28894
1544451899.32	Z-8NTC	0	150	0	151	0	150	IMU_1	1610	64563	9	7	56958	1408	1093	IMU_2	1535	0	8	1017	65510	1155	14939	NT50	64767	38366
1544451899.56	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64563	9	7	56985	1338	1058	IMU_2	1535	65535	7	1017	65440	1032	14869	NT50	65279	38366
1544451899.78	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64562	9	5	56757	1426	840	IMU_2	1538	0	7	1017	65396	1093	14878	NT50	256	42974
1544451900.01	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64563	9	5	57020	1426	726	IMU_2	1538	65535	7	1018	65388	1076	14851	NT50	65535	28894
1544451900.25	Z-8NTC	0	150	0	151	0	150	IMU_1	1607	64562	9	5	56888	1391	840	IMU_2	1538	0	7	1017	65440	1050	14895	NT50	64767	33758
